Indicator,Country,Year,Type,Governance (-2.5 to +2.5),Number of Sources,Percentile Rank,Standard Error
Government Effectiveness,Lithuania,2020,Country,1.050779223,8,82.211540222,0.220826998
Government Effectiveness,Slovenia,2020,Country,1.158009291,8,85.576919556,0.220826998
Government Effectiveness,Estonia,2020,Country,1.334767699,8,88.461540222,0.220826998
Government Effectiveness,Slovak Republic,2020,Country,0.537019551,8,69.711540222,0.220826998
Government Effectiveness,Hungary,2020,Country,0.573773086,8,71.153846741,0.220826998
Government Effectiveness,Lithuania,2020,Country,1.050779223,8,82.211540222,0.220826998
Government Effectiveness,Latvia,2020,Country,0.874574065,8,76.923080444,0.220826998
Government Effectiveness,Poland,2020,Country,0.359848201,8,65.384613037,0.220826998
Government Effectiveness,Czech Republic,2020,Country,0.949175954,8,79.326919556,0.220826998
Government Effectiveness,Estonia,2020,Country,1.334767699,8,88.461540222,0.220826998
Government Effectiveness,Slovenia,2020,Country,1.158009291,8,85.576919556,0.220826998
Government Effectiveness,Poland,2020,Country,0.359848201,8,65.384613037,0.220826998
Government Effectiveness,Slovak Republic,2020,Country,0.537019551,8,69.711540222,0.220826998
Government Effectiveness,Czech Republic,2020,Country,0.949175954,8,79.326919556,0.220826998
Government Effectiveness,Slovenia,2020,Country,1.158009291,8,85.576919556,0.220826998
Government Effectiveness,Latvia,2020,Country,0.874574065,8,76.923080444,0.220826998
Government Effectiveness,Hungary,2020,Country,0.573773086,8,71.153846741,0.220826998
Government Effectiveness,Estonia,2020,Country,1.334767699,8,88.461540222,0.220826998
Government Effectiveness,Lithuania,2020,Country,1.050779223,8,82.211540222,0.220826998
Government Effectiveness,Cyprus,2020,Country,0.875510335,7,77.403846741,0.232616737
Government Effectiveness,Cyprus,2020,Country,0.875510335,7,77.403846741,0.232616737
Government Effectiveness,Cyprus,2020,Country,0.875510335,7,77.403846741,0.232616737
Government Effectiveness,Romania,2020,Country,-0.257351339,8,42.307693481,0.220826998
Government Effectiveness,Croatia,2020,Country,0.461028814,8,68.75,0.220826998
Government Effectiveness,Romania,2020,Country,-0.257351339,8,42.307693481,0.220826998
Government Effectiveness,Croatia,2020,Country,0.461028814,8,68.75,0.220826998
Government Effectiveness,Croatia,2020,Country,0.461028814,8,68.75,0.220826998
Government Effectiveness,Romania,2020,Country,-0.257351339,8,42.307693481,0.220826998
Government Effectiveness,Albania,2020,Country,-0.124956653,6,48.076923370,0.257121503
Government Effectiveness,Albania,2020,Country,-0.124956653,6,48.076923370,0.257121503
Government Effectiveness,Ukraine,2020,Country,-0.382993966,7,38.942306519,0.238864824
Government Effectiveness,Armenia,2020,Country,-0.274477035,7,40.384616852,0.250836760
Government Effectiveness,Armenia,2020,Country,-0.274477035,7,40.384616852,0.250836760
Government Effectiveness,Ukraine,2020,Country,-0.382993966,7,38.942306519,0.238864824
Government Effectiveness,Ukraine,2020,Country,-0.382993966,7,38.942306519,0.238864824
Government Effectiveness,North Macedonia,2020,Country,0.063724369,5,55.288459778,0.276600897
Government Effectiveness,North Macedonia,2020,Country,0.063724369,5,55.288459778,0.276600897
Government Effectiveness,Belarus,2020,Country,-0.798498213,5,20.192308426,0.280403525
Government Effectiveness,Georgia,2020,Country,0.753325582,5,75.480766296,0.295779973
Government Effectiveness,Bosnia and Herzegovina,2020,Country,-1.043453574,6,12.980769157,0.268821269
Government Effectiveness,Serbia,2020,Country,-0.010254648,6,52.884616852,0.257121503
Government Effectiveness,Montenegro,2020,Country,-0.070892140,6,50.961540222,0.268821269
Government Effectiveness,Bosnia and Herzegovina,2020,Country,-1.043453574,6,12.980769157,0.268821269
Government Effectiveness,Montenegro,2020,Country,-0.070892140,6,50.961540222,0.268821269
Government Effectiveness,Serbia,2020,Country,-0.010254648,6,52.884616852,0.257121503
Government Effectiveness,Azerbaijan,2020,Country,-0.116941825,6,48.557693481,0.272308022
Government Effectiveness,Kazakhstan,2020,Country,0.137930825,7,58.173076630,0.238864824
Government Effectiveness,Russian Federation,2020,Country,-0.077657536,7,50.480770111,0.238864824
Government Effectiveness,Kazakhstan,2020,Country,0.137930825,7,58.173076630,0.238864824
Government Effectiveness,Russian Federation,2020,Country,-0.077657536,7,50.480770111,0.238864824
Government Effectiveness,Russian Federation,2020,Country,-0.077657536,7,50.480770111,0.238864824
Government Effectiveness,Kazakhstan,2020,Country,0.137930825,7,58.173076630,0.238864824
Government Effectiveness,Bulgaria,2020,Country,-0.182731494,8,44.711540222,0.220826998
Government Effectiveness,Türkiye,2020,Country,-0.127560288,8,47.596153259,0.233800769
Government Effectiveness,Bulgaria,2020,Country,-0.182731494,8,44.711540222,0.220826998
Government Effectiveness,Türkiye,2020,Country,-0.127560288,8,47.596153259,0.233800769
Government Effectiveness,Bulgaria,2020,Country,-0.182731494,8,44.711540222,0.220826998
Government Effectiveness,Türkiye,2020,Country,-0.127560288,8,47.596153259,0.233800769
Government Effectiveness,Malta,2020,Country,1.031469941,6,81.730766296,0.249376267
Government Effectiveness,Malta,2020,Country,1.031469941,6,81.730766296,0.249376267
Government Effectiveness,Norway,2020,Country,1.927046537,5,98.557693481,0.276363820
Government Effectiveness,Norway,2020,Country,1.927046537,5,98.557693481,0.276363820
Government Effectiveness,Iceland,2020,Country,1.514867783,6,91.346153259,0.253996104
Government Effectiveness,United Kingdom,2020,Country,1.368001223,6,89.423080444,0.253996104
Government Effectiveness,Switzerland,2020,Country,2.010252953,6,99.519233704,0.253996104
Government Effectiveness,United Kingdom,2020,Country,1.368001223,6,89.423080444,0.253996104
Government Effectiveness,Belgium,2020,Country,1.116143942,6,83.653846741,0.249430627
Government Effectiveness,Iceland,2020,Country,1.514867783,6,91.346153259,0.253996104
Government Effectiveness,Switzerland,2020,Country,2.010252953,6,99.519233704,0.253996104
Government Effectiveness,Belgium,2020,Country,1.116143942,6,83.653846741,0.249430627
Government Effectiveness,United Kingdom,2020,Country,1.368001223,6,89.423080444,0.253996104
Government Effectiveness,Iceland,2020,Country,1.514867783,6,91.346153259,0.253996104
Government Effectiveness,Switzerland,2020,Country,2.010252953,6,99.519233704,0.253996104
Government Effectiveness,Greece,2020,Country,0.437608153,7,67.307693481,0.232616737
Government Effectiveness,Italy,2020,Country,0.393574446,7,65.865386963,0.232616737
Government Effectiveness,Sweden,2020,Country,1.709824443,7,95.673080444,0.232616737
Government Effectiveness,Germany,2020,Country,1.352196813,7,88.942306519,0.232616737
Government Effectiveness,Ireland,2020,Country,1.471392989,7,90.865386963,0.232616737
Government Effectiveness,Spain,2020,Country,0.887231767,7,78.365386963,0.232616737
Government Effectiveness,France,2020,Country,1.239420533,7,86.538459778,0.232616737
Government Effectiveness,Denmark,2020,Country,1.881267548,7,98.076919556,0.232616737
Government Effectiveness,Luxembourg,2020,Country,1.832707167,7,97.115386963,0.232616737
Government Effectiveness,Portugal,2020,Country,1.015471339,7,81.25,0.232616737
Government Effectiveness,Austria,2020,Country,1.645901203,7,94.711540222,0.232616737
Government Effectiveness,Finland,2020,Country,1.939224124,7,99.038459778,0.232616737
Government Effectiveness,Netherlands,2020,Country,1.843825102,7,97.596153259,0.232616737
Government Effectiveness,Greece,2020,Country,0.437608153,7,67.307693481,0.232616737
Government Effectiveness,Italy,2020,Country,0.393574446,7,65.865386963,0.232616737
Government Effectiveness,Germany,2020,Country,1.352196813,7,88.942306519,0.232616737
Government Effectiveness,Portugal,2020,Country,1.015471339,7,81.25,0.232616737
Government Effectiveness,Spain,2020,Country,0.887231767,7,78.365386963,0.232616737
Government Effectiveness,France,2020,Country,1.239420533,7,86.538459778,0.232616737
Government Effectiveness,Finland,2020,Country,1.939224124,7,99.038459778,0.232616737
Government Effectiveness,Ireland,2020,Country,1.471392989,7,90.865386963,0.232616737
Government Effectiveness,Romania,2020,Country,-0.257351339,8,42.307693481,0.220826998
Government Effectiveness,Croatia,2020,Country,0.461028814,8,68.75,0.220826998
Government Effectiveness,Armenia,2020,Country,-0.274477035,7,40.384616852,0.250836760
Government Effectiveness,Albania,2020,Country,-0.124956653,6,48.076923370,0.257121503
Government Effectiveness,Armenia,2020,Country,-0.274477035,7,40.384616852,0.250836760
Government Effectiveness,Ukraine,2020,Country,-0.382993966,7,38.942306519,0.238864824
Government Effectiveness,Moldova,2020,Country,-0.514038086,5,34.615383148,0.280948013
Government Effectiveness,Georgia,2020,Country,0.753325582,5,75.480766296,0.295779973
Government Effectiveness,Bosnia and Herzegovina,2020,Country,-1.043453574,6,12.980769157,0.268821269
Government Effectiveness,Azerbaijan,2020,Country,-0.116941825,6,48.557693481,0.272308022
Government Effectiveness,Montenegro,2020,Country,-0.070892140,6,50.961540222,0.268821269
Government Effectiveness,Türkiye,2020,Country,-0.127560288,8,47.596153259,0.233800769
Government Effectiveness,Moldova,2020,Country,-0.514038086,5,34.615383148,0.280948013
Government Effectiveness,Belarus,2020,Country,-0.798498213,5,20.192308426,0.280403525
Government Effectiveness,Azerbaijan,2020,Country,-0.116941825,6,48.557693481,0.272308022
Government Effectiveness,Serbia,2020,Country,-0.010254648,6,52.884616852,0.257121503
Government Effectiveness,Russian Federation,2020,Country,-0.077657536,7,50.480770111,0.238864824
Government Effectiveness,Kazakhstan,2020,Country,0.137930825,7,58.173076630,0.238864824
Government Effectiveness,Bulgaria,2020,Country,-0.182731494,8,44.711540222,0.220826998
Government Effectiveness,Türkiye,2020,Country,-0.127560288,8,47.596153259,0.233800769
Government Effectiveness,Malta,2020,Country,1.031469941,6,81.730766296,0.249376267
Government Effectiveness,Bosnia and Herzegovina,2020,Country,-1.043453574,6,12.980769157,0.268821269
Government Effectiveness,Montenegro,2020,Country,-0.070892140,6,50.961540222,0.268821269
Government Effectiveness,Serbia,2020,Country,-0.010254648,6,52.884616852,0.257121503
Government Effectiveness,Azerbaijan,2020,Country,-0.116941825,6,48.557693481,0.272308022
Government Effectiveness,Kazakhstan,2020,Country,0.137930825,7,58.173076630,0.238864824
Government Effectiveness,Russian Federation,2020,Country,-0.077657536,7,50.480770111,0.238864824
Government Effectiveness,Bulgaria,2020,Country,-0.182731494,8,44.711540222,0.220826998
Government Effectiveness,Türkiye,2020,Country,-0.127560288,8,47.596153259,0.233800769
Government Effectiveness,Malta,2020,Country,1.031469941,6,81.730766296,0.249376267
Government Effectiveness,Norway,2020,Country,1.927046537,5,98.557693481,0.276363820
Government Effectiveness,Belgium,2020,Country,1.116143942,6,83.653846741,0.249430627
Government Effectiveness,United Kingdom,2020,Country,1.368001223,6,89.423080444,0.253996104
Government Effectiveness,Switzerland,2020,Country,2.010252953,6,99.519233704,0.253996104
Government Effectiveness,Iceland,2020,Country,1.514867783,6,91.346153259,0.253996104
Government Effectiveness,Spain,2020,Country,0.887231767,7,78.365386963,0.232616737
Government Effectiveness,Italy,2020,Country,0.393574446,7,65.865386963,0.232616737
Government Effectiveness,France,2020,Country,1.239420533,7,86.538459778,0.232616737
Government Effectiveness,Greece,2020,Country,0.437608153,7,67.307693481,0.232616737
Government Effectiveness,Ireland,2020,Country,1.471392989,7,90.865386963,0.232616737
Government Effectiveness,Portugal,2020,Country,1.015471339,7,81.25,0.232616737
Government Effectiveness,Germany,2020,Country,1.352196813,7,88.942306519,0.232616737
Government Effectiveness,Finland,2020,Country,1.939224124,7,99.038459778,0.232616737
Government Effectiveness,Netherlands,2020,Country,1.843825102,7,97.596153259,0.232616737
Government Effectiveness,Austria,2020,Country,1.645901203,7,94.711540222,0.232616737
Government Effectiveness,Luxembourg,2020,Country,1.832707167,7,97.115386963,0.232616737
Government Effectiveness,Sweden,2020,Country,1.709824443,7,95.673080444,0.232616737
Government Effectiveness,Denmark,2020,Country,1.881267548,7,98.076919556,0.232616737
Government Effectiveness,Slovak Republic,2020,Country,0.537019551,8,69.711540222,0.220826998
Government Effectiveness,Estonia,2020,Country,1.334767699,8,88.461540222,0.220826998
Government Effectiveness,Hungary,2020,Country,0.573773086,8,71.153846741,0.220826998
Government Effectiveness,Lithuania,2020,Country,1.050779223,8,82.211540222,0.220826998
Government Effectiveness,Latvia,2020,Country,0.874574065,8,76.923080444,0.220826998
Government Effectiveness,Poland,2020,Country,0.359848201,8,65.384613037,0.220826998
Government Effectiveness,Slovenia,2020,Country,1.158009291,8,85.576919556,0.220826998
Government Effectiveness,Czech Republic,2020,Country,0.949175954,8,79.326919556,0.220826998
Government Effectiveness,Andorra,2020,Country,1.816116333,1,96.634613037,0.490834087
Government Effectiveness,Liechtenstein,2020,Country,1.814592600,2,96.153846741,0.357593536
Government Effectiveness,Cyprus,2020,Country,0.875510335,7,77.403846741,0.232616737
Government Effectiveness,Romania,2020,Country,-0.257351339,8,42.307693481,0.220826998
Government Effectiveness,Croatia,2020,Country,0.461028814,8,68.75,0.220826998
Government Effectiveness,Albania,2020,Country,-0.124956653,6,48.076923370,0.257121503
Government Effectiveness,Ukraine,2020,Country,-0.382993966,7,38.942306519,0.238864824
Government Effectiveness,Armenia,2020,Country,-0.274477035,7,40.384616852,0.250836760
Government Effectiveness,Belarus,2020,Country,-0.798498213,5,20.192308426,0.280403525
Government Effectiveness,Moldova,2020,Country,-0.514038086,5,34.615383148,0.280948013
Government Effectiveness,Georgia,2020,Country,0.753325582,5,75.480766296,0.295779973
Government Effectiveness,North Macedonia,2020,Country,0.063724369,5,55.288459778,0.276600897
Government Effectiveness,Bosnia and Herzegovina,2020,Country,-1.043453574,6,12.980769157,0.268821269
Government Effectiveness,Montenegro,2020,Country,-0.070892140,6,50.961540222,0.268821269
Government Effectiveness,Serbia,2020,Country,-0.010254648,6,52.884616852,0.257121503
Government Effectiveness,Azerbaijan,2020,Country,-0.116941825,6,48.557693481,0.272308022
Government Effectiveness,Kazakhstan,2020,Country,0.137930825,7,58.173076630,0.238864824
Government Effectiveness,Russian Federation,2020,Country,-0.077657536,7,50.480770111,0.238864824
Government Effectiveness,Bulgaria,2020,Country,-0.182731494,8,44.711540222,0.220826998
Government Effectiveness,Türkiye,2020,Country,-0.127560288,8,47.596153259,0.233800769
Government Effectiveness,Malta,2020,Country,1.031469941,6,81.730766296,0.249376267
Government Effectiveness,Denmark,2020,Country,1.881267548,7,98.076919556,0.232616737
Government Effectiveness,Austria,2020,Country,1.645901203,7,94.711540222,0.232616737
Government Effectiveness,Luxembourg,2020,Country,1.832707167,7,97.115386963,0.232616737
Government Effectiveness,Sweden,2020,Country,1.709824443,7,95.673080444,0.232616737
Government Effectiveness,Netherlands,2020,Country,1.843825102,7,97.596153259,0.232616737
Government Effectiveness,Italy,2020,Country,0.393574446,7,65.865386963,0.232616737
Government Effectiveness,Spain,2020,Country,0.887231767,7,78.365386963,0.232616737
