"","Extraversion","logsalary","BetterLife","JobSat"
"8959","In real life (in person)",11.4295438669007,"Yes","Neither satisfied nor dissatisfied"
"8960","In real life (in person)",11.951180402353,"No","Neither satisfied nor dissatisfied"
"8961","In real life (in person)",11.461632181109,"Yes","Very satisfied"
"8962","In real life (in person)",10.8617433246049,"Yes","Very dissatisfied"
"8963","In real life (in person)",12.0137007589433,"Yes","Slightly satisfied"
"8964","Online",14.9141228469657,"Yes","Very satisfied"
"8965","In real life (in person)",11.1844214118871,"No","Slightly satisfied"
"8966","In real life (in person)",12.8479265343341,"Yes","Very satisfied"
"8967","In real life (in person)",12.0725412586199,"No","Very dissatisfied"
"8968","Online",11.7360690242844,"Yes","Very satisfied"
"8969","In real life (in person)",14.7737663112385,"Yes","Slightly satisfied"
"8970","In real life (in person)",11.0440648782025,"Yes","Slightly dissatisfied"
"8971","In real life (in person)",13.4870064923811,"Yes","Slightly satisfied"
"8972","In real life (in person)",11.0020998578709,"No","Very satisfied"
"8973","Online",12.0435537219148,"Yes","Neither satisfied nor dissatisfied"
"8974","In real life (in person)",12.1226910420259,"Yes","Very satisfied"
"8975","In real life (in person)",11.3678997044807,"No","Very dissatisfied"
"8976","In real life (in person)",12.2060726505302,"Yes","Slightly satisfied"
"8977","In real life (in person)",NA,"Yes","Very satisfied"
"8978","In real life (in person)",13.9465388212479,"Yes","Slightly satisfied"
"8979","In real life (in person)",11.4901684880778,"No","Slightly dissatisfied"
"8980","In real life (in person)",NA,"No","Slightly dissatisfied"
"8981","In real life (in person)",12.6115377569717,"Yes","Slightly satisfied"
"8982","In real life (in person)",11.982929100466,"Yes","Very satisfied"
"8983","Online",11.77528973713,"No","Very satisfied"
"8984","In real life (in person)",12.6535027778512,"Yes","Very satisfied"
"8985","In real life (in person)",NA,"Yes","Slightly satisfied"
"8986","In real life (in person)",10.491274245216,"Yes","Very dissatisfied"
"8987","In real life (in person)",NA,"Yes","Slightly satisfied"
"8988","In real life (in person)",11.1562505353172,"Yes","Slightly satisfied"
"8989","In real life (in person)",NA,"No","Slightly satisfied"
"8990","In real life (in person)",11.0540595959577,"Yes","Very satisfied"
"8991","In real life (in person)",12.0725412586199,"Yes","Very satisfied"
"8992","In real life (in person)",11.0821425642624,"No","Very satisfied"
"8993","Online",11.8635823436257,"Yes","Slightly satisfied"
"8994","In real life (in person)",7.78322443300262,"No","Slightly satisfied"
"8995","Online",11.4349639343113,"Yes","Slightly dissatisfied"
"8996","In real life (in person)",NA,NA,"Slightly satisfied"
"8997","In real life (in person)",11.4403547828881,"Yes","Very satisfied"
"8998","In real life (in person)",NA,"Yes","Very satisfied"
"8999","In real life (in person)",NA,"Yes","Slightly satisfied"
"9000","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"9001","Online",11.8493977087343,"Yes","Slightly satisfied"
"9002","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"9003","In real life (in person)",10.9681983067699,"No","Very satisfied"
"9004","In real life (in person)",10.8197783044103,"Yes","Slightly satisfied"
"9005","In real life (in person)",11.77528973713,"Yes","Slightly dissatisfied"
"9006","Online",10.9150884823964,"Yes","Slightly satisfied"
"9007","In real life (in person)",NA,"Yes","Very satisfied"
"9008","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"9009","In real life (in person)",11.2252434058518,"Yes","Very satisfied"
"9010","In real life (in person)",NA,"Yes","Very satisfied"
"9011","In real life (in person)",11.9447078878893,"Yes","Slightly satisfied"
"9012","In real life (in person)",14.2601963798667,"Yes","Slightly satisfied"
"9013","In real life (in person)",12.0725412586199,"No","Very satisfied"
"9014","In real life (in person)",11.652687416041,"Yes","Very satisfied"
"9015","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"9016","In real life (in person)",11.77528973713,"No","Slightly satisfied"
"9017","In real life (in person)",11.5129254749702,"Yes","Slightly satisfied"
"9018","In real life (in person)",12.0569924283199,NA,"Very satisfied"
"9019","In real life (in person)",11.9183905797451,"No","Slightly satisfied"
"9020","Online",4.8283217372703,"Yes","Very satisfied"
"9021","In real life (in person)",NA,"Yes","Very satisfied"
"9022","Online",11.8204101720711,"No","Slightly satisfied"
"9023","Online",11.3963916599502,"Yes","Very satisfied"
"9024","In real life (in person)",NA,"No","Very satisfied"
"9025","In real life (in person)",11.6952470300975,"No","Very satisfied"
"9026","In real life (in person)",14.9141228469657,"Yes","Slightly satisfied"
"9027","Online",12.6915804643888,"No","Very dissatisfied"
"9028","In real life (in person)",11.3504065472372,"No","Very satisfied"
"9029","In real life (in person)",13.762109782292,"Yes","Very satisfied"
"9030","Online",12.0725412586199,"Yes","Very satisfied"
"9031","Online",11.7360690242844,"No","Very satisfied"
"9032","In real life (in person)",11.5617156386635,"Yes","Slightly satisfied"
"9033","In real life (in person)",NA,"No","Slightly satisfied"
"9034","Online",11.2772031441074,"Yes","Very satisfied"
"9035","Online",11.0186291595489,"Yes","Slightly satisfied"
"9036","In real life (in person)",15.8033857281731,"Yes","Neither satisfied nor dissatisfied"
"9037","In real life (in person)",10.463103369043,"No","Very satisfied"
"9038","In real life (in person)",11.8635823436257,"No","Very dissatisfied"
"9039","In real life (in person)",NA,"No","Very dissatisfied"
"9040","In real life (in person)",11.0821425642624,"Yes","Very dissatisfied"
"9041","Online",15.4669134916067,"Yes","Very satisfied"
"9042","Online",12.4292162008444,"Yes","Slightly dissatisfied"
"9043","In real life (in person)",12.323855685631,"No","Slightly dissatisfied"
"9044","In real life (in person)",12.1987962415959,"No","Slightly satisfied"
"9045","In real life (in person)",11.6561596417216,"Yes","Slightly satisfied"
"9046","In real life (in person)",11.982929100466,"Yes","Slightly satisfied"
"9047","In real life (in person)",11.813030064828,"Yes","Neither satisfied nor dissatisfied"
"9048","In real life (in person)",12.3883942064908,"Yes","Very satisfied"
"9049","In real life (in person)",11.813030064828,"Yes","Very satisfied"
"9050","In real life (in person)",11.385092104824,"Yes","Slightly dissatisfied"
"9051","Online",11.0821425642624,"No","Very dissatisfied"
"9052","Online",11.5711943825282,"No","Slightly satisfied"
"9053","Online",NA,"Yes","Slightly satisfied"
"9054","In real life (in person)",11.1418617980721,"Yes","Very satisfied"
"9055","In real life (in person)",11.8635823436257,"No","Very satisfied"
"9056","In real life (in person)",8.47637140522929,"Yes","Very satisfied"
"9057","Online",11.3504065472372,"Yes","Slightly satisfied"
"9058","In real life (in person)",NA,"No","Slightly dissatisfied"
"9059","In real life (in person)",11.4075649604235,"Yes","Very satisfied"
"9060","In real life (in person)",11.982929100466,"No","Slightly satisfied"
"9061","In real life (in person)",12.0137007589433,"Yes","Slightly dissatisfied"
"9062","In real life (in person)",14.137594057858,"Yes","Very dissatisfied"
"9063","In real life (in person)",11.652687416041,"Yes","Very dissatisfied"
"9064","In real life (in person)",11.813030064828,"No","Slightly dissatisfied"
"9065","Online",11.77528973713,"No","Neither satisfied nor dissatisfied"
"9066","Online",9.47270471336675,"No","Slightly satisfied"
"9067","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"9068","In real life (in person)",11.1241075846466,"Yes","Very satisfied"
"9069","In real life (in person)",11.0203326258308,"No","Very dissatisfied"
"9070","Online",10.8742664886337,"Yes","Slightly satisfied"
"9071","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"9072","In real life (in person)",13.5670491999478,"No","Very satisfied"
"9073","In real life (in person)",11.8055950863957,"Yes","Slightly dissatisfied"
"9074","In real life (in person)",11.813030064828,"No","Slightly dissatisfied"
"9075","In real life (in person)",11.3504065472372,"Yes","Slightly satisfied"
"9076","In real life (in person)",11.1844214118871,"No","Very satisfied"
"9077","Online",11.0508900212467,"No","Slightly satisfied"
"9078","Online",11.1781517989608,"Yes","Slightly satisfied"
"9079","In real life (in person)",NA,"No","Very satisfied"
"9080","Online",11.0267924700548,"No","Very satisfied"
"9081","In real life (in person)",11.0666383779668,"No","Very dissatisfied"
"9082","In real life (in person)",11.2910311455408,"Yes","Very satisfied"
"9083","In real life (in person)",11.5898865153656,"Yes","Very satisfied"
"9084","In real life (in person)",10.5966347580961,"Yes","Very satisfied"
"9085","In real life (in person)",13.1223633794043,"Yes","Slightly satisfied"
"9086","Online",11.4075649604235,"No","Very satisfied"
"9087","In real life (in person)",11.5129254749702,"Yes","Very dissatisfied"
"9088","Online",NA,"Yes","Very satisfied"
"9089","In real life (in person)",16.5316242284734,"Yes","Very satisfied"
"9090","Online",11.951180402353,"No","Slightly satisfied"
"9091","Online",11.2252434058518,"No","Slightly satisfied"
"9092","In real life (in person)",11.813030064828,"Yes","Very satisfied"
"9093","In real life (in person)",11.4563551240638,"No","Neither satisfied nor dissatisfied"
"9094","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"9095","In real life (in person)",11.5129254749702,"No","Slightly satisfied"
"9096","In real life (in person)",11.7905572091443,"No","Very satisfied"
"9097","In real life (in person)",NA,"No","Slightly satisfied"
"9098","In real life (in person)",11.3290026388285,"Yes","Slightly satisfied"
"9099","Online",11.77528973713,"No","Very satisfied"
"9100","In real life (in person)",13.661883742063,"No","Slightly satisfied"
"9101","Online",12.1222507277129,"Yes","Slightly dissatisfied"
"9102","In real life (in person)",11.4510500718904,"Yes","Slightly satisfied"
"9103","Online",12.1007121354279,"Yes","Neither satisfied nor dissatisfied"
"9104","Online",11.3963916599502,NA,"Very satisfied"
"9105","In real life (in person)",10.7733154309511,"No","Slightly dissatisfied"
"9106","In real life (in person)",NA,"Yes","Slightly satisfied"
"9107","In real life (in person)",12.2307652629986,"Yes","Very satisfied"
"9108","Online",10.645424921075,"Yes","Very satisfied"
"9109","In real life (in person)",NA,"No","Slightly satisfied"
"9110","In real life (in person)",NA,"No","Very satisfied"
"9111","In real life (in person)",12.0725412586199,"Yes","Neither satisfied nor dissatisfied"
"9112","In real life (in person)",NA,"Yes","Very satisfied"
"9113","In real life (in person)",11.3504065472372,"Yes","Slightly satisfied"
"9114","In real life (in person)",12.1281111094659,"Yes","Very dissatisfied"
"9115","In real life (in person)",11.5424842769205,"No","Slightly satisfied"
"9116","In real life (in person)",11.8493977087343,"No","Slightly satisfied"
"9117","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"9118","In real life (in person)",11.2252434058518,"Yes","Slightly dissatisfied"
"9119","In real life (in person)",NA,"Yes",NA
"9120","In real life (in person)",NA,"Yes","Slightly satisfied"
"9121","In real life (in person)",10.7579029019688,"Yes","Slightly satisfied"
"9122","In real life (in person)",10.7789563107234,"No","Slightly dissatisfied"
"9123","Online",11.2384886324264,"Yes","Slightly satisfied"
"9124","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"9125","Online",9.79812709243386,"Yes","Slightly satisfied"
"9126","Online",11.0898054368905,NA,"Very satisfied"
"9127","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"9128","In real life (in person)",NA,"No","Slightly satisfied"
"9129","In real life (in person)",11.982929100466,"No","Very satisfied"
"9130","Online",NA,NA,"Very satisfied"
"9131","Online",11.6952470300975,"No","Very dissatisfied"
"9132","In real life (in person)",13.3999951155178,"No","Slightly satisfied"
"9133","Online",10.5767243758972,"Yes","Slightly dissatisfied"
"9134","In real life (in person)",11.3504065472372,"Yes","Very satisfied"
"9135","Online",NA,"Yes","Very satisfied"
"9136","In real life (in person)",16.0547001564235,"Yes","Slightly satisfied"
"9137","Online",12.1007121354279,"No","Slightly dissatisfied"
"9138","In real life (in person)",NA,"No","Slightly satisfied"
"9139","In real life (in person)",11.2252434058518,"No","Very satisfied"
"9140","In real life (in person)",13.6831213710601,"Yes","Very satisfied"
"9141","In real life (in person)",11.6413186885337,"Yes","Neither satisfied nor dissatisfied"
"9142","Online",6.57925260089802,"Yes","Very dissatisfied"
"9143","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"9144","Online",11.4075649604235,"Yes","Very satisfied"
"9145","In real life (in person)",9.21034047197618,"Yes","Very dissatisfied"
"9146","In real life (in person)",NA,"No","Very satisfied"
"9147","In real life (in person)",10.6735957973803,"Yes","Very satisfied"
"9148","Online",9.98044863996855,"Yes","Slightly satisfied"
"9149","Online",11.3793940837743,"Yes","Slightly satisfied"
"9150","In real life (in person)",14.2979367078259,"No","Very satisfied"
"9151","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"9152","In real life (in person)",12.1007121354279,"Yes","Very satisfied"
"9153","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"9154","Online",11.1562505353172,"No","Very satisfied"
"9155","In real life (in person)",NA,"No",NA
"9156","Online",12.1281111094659,"No","Slightly satisfied"
"9157","In real life (in person)",12.2060726505302,"No","Very satisfied"
"9158","In real life (in person)",NA,"Yes","Very satisfied"
"9159","In real life (in person)",15.515703655767,"No","Very satisfied"
"9160","In real life (in person)",11.2672084263203,"No","Very satisfied"
"9161","In real life (in person)",NA,"Yes","Very satisfied"
"9162","In real life (in person)",11.418614796488,"No","Very satisfied"
"9163","Online",11.6952470300975,"Yes","Slightly satisfied"
"9164","In real life (in person)",11.813030064828,"Yes","Very dissatisfied"
"9165","In real life (in person)",NA,"Yes","Very satisfied"
